ORF_ID	AMR_Gene_Family	Antibiotic
k191_673055_5	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_673055_5	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_67632_36	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_67632_36	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_67632_36	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_68867_3	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_68867_3	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_68867_3	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_6896_17	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_6896_17	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_6896_17	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_69174_8	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_69174_8	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_69174_8	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_69277_4	vanH; glycopeptide resistance gene cluster	vancomycin
k191_69277_4	vanH; glycopeptide resistance gene cluster	vancomycin
k191_69277_4	vanH; glycopeptide resistance gene cluster	vancomycin
k191_69984_2	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_69984_2	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_69984_2	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_70071_16	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_70071_16	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_70071_16	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_7041_1	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_7041_1	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_7041_1	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_70690_13	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_70690_13	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_70690_13	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_721260_57	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_721260_57	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_721260_57	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_73932_139	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_73932_139	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_73932_139	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_7466_120	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_7466_120	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_7466_120	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_7466_78	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_7466_78	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_7466_78	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_79108_101	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_79108_101	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_79108_101	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_79108_80	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_79108_80	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_79108_80	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_796026_65	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_796026_65	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_796026_65	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_798824_3	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_798824_3	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_798824_3	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_798824_9	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_798824_9	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_798824_9	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_808303_204	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_808303_204	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_808303_204	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_82338_74	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_82338_74	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_82338_74	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_825745_2	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_825745_2	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_825745_2	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_839840_2	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_839840_2	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_839840_2	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_84142_75	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_84142_75	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_84142_75	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_84622_4	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_84622_4	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_84622_4	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_8499_2	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_8499_2	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_8499_2	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_87052_6	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_87052_6	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_87052_6	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_88056_115	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_88056_115	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_88056_115	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_88718_172	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_88718_172	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_88718_172	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_913340_11	vanY; glycopeptide resistance gene cluster	vancomycin
k191_913340_11	vanY; glycopeptide resistance gene cluster	vancomycin
k191_913340_11	vanY; glycopeptide resistance gene cluster	vancomycin
k191_9159_108	OXA beta-lactamase	cloxacillin; oxacillin; cefalotin
k191_9159_108	OXA beta-lactamase	cloxacillin; oxacillin; cefalotin
k191_9159_108	OXA beta-lactamase	cloxacillin; oxacillin; cefalotin
k191_91611_33	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_91611_33	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_91611_33	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_92366_504	pmr phosphoethanolamine transferase	colistin A; colistin B
k191_92366_504	pmr phosphoethanolamine transferase	colistin A; colistin B
k191_92366_504	pmr phosphoethanolamine transferase	colistin A; colistin B
k191_93018_2	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_93018_2	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_93018_2	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_930751_5	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_930751_5	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_930751_5	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_934185_23	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_934185_23	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_934185_23	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_93948_164	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_93948_164	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_93948_164	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_941653_1	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_941653_1	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_941653_1	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_95212_17	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_95212_17	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_95212_17	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_95337_3	sulfonamide resistant sul	sulfadiazine; sulfadimidine; sulfadoxine; sulfamethoxazole; sulfisoxazole; sulfacetamide; mafenide; sulfasalazine; sulfamethizole
k191_95337_3	sulfonamide resistant sul	sulfadiazine; sulfadimidine; sulfadoxine; sulfamethoxazole; sulfisoxazole; sulfacetamide; mafenide; sulfasalazine; sulfamethizole
k191_95337_3	sulfonamide resistant sul	sulfadiazine; sulfadimidine; sulfadoxine; sulfamethoxazole; sulfisoxazole; sulfacetamide; mafenide; sulfasalazine; sulfamethizole
k191_95337_4	major facilitator superfamily (MFS) antibiotic efflux pump	
k191_95337_4	major facilitator superfamily (MFS) antibiotic efflux pump	
k191_95337_4	major facilitator superfamily (MFS) antibiotic efflux pump	
k191_967870_88	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_967870_88	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_967870_88	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_96954_60	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_96954_60	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_96954_60	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_97951_112	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_97951_112	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_97951_112	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_97951_366	resistance-nodulation-cell division (RND) antibiotic efflux pump	novobiocin
k191_97951_366	resistance-nodulation-cell division (RND) antibiotic efflux pump	novobiocin
k191_97951_366	resistance-nodulation-cell division (RND) antibiotic efflux pump	novobiocin
k191_99739_322	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_99739_322	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_99739_322	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
ORF_ID	AMR_Gene_Family	Antibiotic
ORF_ID	AMR_Gene_Family	Antibiotic
